team_id,team,region,country,track,size,status,year,wiki,section,Medal,award,parts,title,abstract
2252,AshesiGhana,Africa,Ghana,Environment,,Accepted,2017,http://2017.igem.org/Team:AshesiGhana,Collegiate,sivel,Chairmans Prize,,"Gold FEDS: Fluorescent Emitting Devices 
","The objective of our project  is to develop a bio-sensor for gold quantification providing a non-toxic approach for small scale mining to extract gold from refractory ore, and enabeling  routine monitoring of the ore before a mining endeavour is undertaken.  We will engineer E. coli  with a gold specific FRET probe using a donor part which is made up of a gold binding protein (golB) attached to a green fluorescent protein (nowGFP) and an acceptor part  made up of golB a red fluorescent protein (mRuby2).  In the presence of free gold, the two parts will be in close proximity and thus an energy transfer can take place between the donor and acceptor proteins and the red protein will be excited giving off a fluorescent signal.  Using calibration experiments we can relate the amount of fluorescence to the amount the gold present, and liberated by the organism from the ore. 
"
2226,ASIJ_TOKYO,Asia,Japan,High School,,Accepted,2017,http://2017.igem.org/Team:ASIJ_TOKYO,High School,bronze,,,"Promoting CRC Detection
","Colorectal cancer is the second most lethal cancer in the United States, often beginning as benign polyps in the colon and rectum. Despite ease of treatment, cases of CRC are usually detected in its late stages, rendering care difficult. CRC results from the mutation of multiple genes involved with the regulation of cell proliferation and DNA repair, with the ASIJ iGEM team focusing on the Wnt pathway. The activation of the Wnt pathway inhibits the degradation of beta-catenin, a protein that triggers the mutation of oncogenes and tumor suppressor genes. Through detection of these mutated genes and subsequent downstream proteins, our team aims to develop an early screening method that can be adapted to a home detection kit. Building off of a rapamycin induced split-luciferase system characterized by the 2015 Peking iGEM team, our construct consists of a promoter reporter system that looks at two downstream products, C-myc and COX-2. 

"
2509,ASTWS-China,Asia,China,High School,,Accepted,2017,http://2017.igem.org/Team:ASTWS-China,High School,bronze,,,"Smart E.coli for B Cells Capture
","Antibodies are Y-shaped proteins secreted by B lymphocytes that specifically recognize and neutralize antigens. Since the first monoclonal antibody was produced by hybridoma technology in 1975, it has become an important tool in both research and health care.
Here we developed a smart E.coli system for capturing B lymphocytes by utilizing the high affinity interaction between antigen and antibody. A peptide fused with RSA and GFP is expressed and purified as antigens for immunization and Elisa assay respectively, and this target peptide and an affinity tag are co-expressed on the surface of E.coli. Coupled with anti-tag magnetic beads, it can be used to screen and capture the desired B cells that secret the corresponding antibodies. These B cells can be fused or gene cloned for antibody producing.
This system can also be applied to many aspects of enormous value, such as vaccine production and immune T-cell or tumor cell separation.

"
2253,Austin_UTexas,North America,United States,Therapeutics,,Accepted,2017,http://2017.igem.org/Team:Austin_UTexas,Collegiate,bronze,,,"Yo GABA GABA
","Since the discovery of the microbiota-gut-brain axis, there has been interest in using foods containing genetically engineered probiotics as alternative forms of medicine. Our project is aimed at designing a probiotic (specifically Lactobacillus plantarum) capable of producing high levels of gamma-aminobutyric acid (GABA) to treat patients with anxiety and bowel disorders. To make our probiotic overproduce GABA, we intend to overexpress gadB, which encodes glutamate decarboxylase, the enzyme that converts L-glutamate into GABA. Overexpression of gadB will be accomplished by placing it under the control of a Lactococcus lactis constitutive promoter. The efficacy of our probiotic in the human gut will be modeled using the gut of Apis mellifera. Additionally, we have created the Broad Host Range Plasmid Kit, a genetic toolset composed of part plasmids that can be quickly assembled into cassette plasmids, which can then be used to easily genetically modify Lactobacillus plantarum and other non-model organisms.
"
2458,Austin_UTexas_LASA,North America,United States,High School,,Accepted,2017,http://2017.igem.org/Team:Austin_UTexas_LASA,High School,bronze,,,"Regulating LevaDOPA Production
","While its causes are still unknown, Parkinsons disease is currently associated with the lack of dopamine in particular regions of the brain. Presently, one of the most common treatments for Parkinsons is the prescription of levodopa tablets, which increases dopamine levels by introducing dopamines chemical precursor, levadopa to the body. Our project involves building DNA circuits that produce and regulate levadopa using bacteria rather than pills. One plasmid focuses on the production of levadopa, E. Coli with HpaBC gene, and another regulates and monitors the first plasmid, E. Coli with a multigene assembly that includes a transcriptional factor, PP2551, which will increase levels of levadopa production when IPTG is introduced. We have a Venus fluorescent protein assembled into the sensing plasmid so that we are able to visualize and measure the amount of levadopa produced.

"
2436,Baltimore_Bio-Crew,North America,United States,High School,,Accepted,2017,http://2017.igem.org/Team:Baltimore_Bio-Crew,High School,bronze,,,"Were breakin it down: degrading plastic and stigma in Baltimore through engineered E. coli
","The Baltimore BioCrew seeks to eliminate plastic pollution, specifically the pervasive issue of microplastics, through a sustainable, innovative mechanism. In comparison to other efforts, our focus is shifted from the macro to the micro by utilizing microorganisms to degrade polyethylene terephthalate (PET). Prior research has identified a Japanese bacterium, Ideonella sakaiensis, that can degrade PET plastics. We designed, synthesized and expressed two genes from I. sakaiensis encoding the enzymes, PETase and MHET, in E. coli. We are currently examining the activity of these enzymes and the ability of our engineered E. coli to degrade PET and produce benign byproducts with potential industrial uses. We plan to utilize the enzymes secreted by our engineered E. coli to degrade microplastics in controlled environments such as a bioreactor, and in doing so, ridding the Baltimore Inner Harbor of plastic pollution.
"
2264,Beidaqingniao,Asia,China,,,Withdrawn,2017,http://2017.igem.org/Team:Beidaqingniao,Collegiate, , ,,,
2482,Berlin_diagnostX,Europe,Germany,Diagnostics,,Accepted,2017,http://2017.igem.org/Team:Berlin_diagnostX,Collegiate,gold,"Nominated for Best Presentation, Overgrad;Nominated for Best Integrated Human Practices, Overgrad;Nominated for Best Education & Public Engagement, Overgrad",,"Wormspotter - Applying Toehold Switch Technology to Tapeworm Diagnostics
","Infections with the pork tapeworm Taenia solium present without symptoms initially, but may cause severe long-term complications like blindness and epilepsy. The disease is endemic in rural Africa, Latin America, and Asia. Currently there is no suitable diagnostic screening test available to identify patients in need of treatment. We set out to develop such a test using toehold switches that generate a visible color reaction on a paper test-strip upon binding of specific tapeworm RNA. We have established SOPs to screen toehold switches using in silico design, nested PCR, and cell-free expression. First sensor candidates show positive results and we succeeded in immobilizing our detection system on paper strips. We have organized a conference with over 150 participants, providing a forum for leaders from academia, pharmaceutical companies, NGOs, and members of the German Parliament, to raise awareness about neglected tropical diseases and to win scientific and financial support.
"
2371,BGIC-Union,Asia,China,High School,,Accepted,2017,http://2017.igem.org/Team:BGIC-Union,High School,sivel,,,"dCasentry - A guardian against Lung cancer
","Lung cancer is the most common cause of cancer death worldwide. The technique of liquid biopsy is much better than the popular biopsy as it obviates pain and complication incurred to patients by detecting various tumor markup, including short strand circulating tumor DNA (CtDNA) in the blood. However, it still requires laboratory apparatus such as PCR instrument.Thus, our project uses paired dCas9 protein links with split T7 RNA polymerase, guided by SgRNA to carry out the procedure. DCasentry not only deals with low CtDNA concentration in blood but also capable of producing various kinds of signal output. We adopt freeze-dried paper chip as our vector of detecting system to simplify its operation as well as storage. The product will be presented as a kit containing all items necessary for detection and can be widely use on the medical field. 
"
2201,Bielefeld-CeBiTec,Europe,Germany,Foundational Advance,,Accepted,2017,http://2017.igem.org/Team:Bielefeld-CeBiTec,Collegiate,gold,"Best Foundational Advance Project, Overgrad;Nominated for Best Foundational Advance Project, Overgrad;Nominated for Best Software Tool, Overgrad;Nominated for Best Hardware, Overgrad;Best New Basic Part, Overgrad;Nominated for Best New Basic Part, Overgrad;Nominated for Best New Composite Part, Overgrad;Nominated for Best Part Collection, Overgrad",,"Expanding the Genetic Code
","We are exploring the application of unnatural base pairs as an expansion of the genetic code. To prevent loss of unnatural base pairs during replication, we will utilize several systems including CRISPR/Cas9. The expanded genetic code allows for the ribosomal incorporation of multiple non-canonical amino acids (ncAAs) into peptides. With their broad chemical and functional diversity, ncAAs provide a variety of promising applications including protein labeling, photocaging, structure analysis, and specific protein interactions. Therefore, our innovative toolkit for the translational incorporation of ncAAs in E. coli is a valuable contribution to iGEM. Directed evolution of tRNA/aminoacyl-tRNA synthetase pairs enables the site-specific incorporation of ncAAs into peptides. This approach results in an optimal orthogonality to the autologous translation apparatus and a high flexibility concerning the incorporation of multiple ncAAs. As proof of concept, we are developing a rapid test for prions and a new chromatography method for mild protein elution. 
"
2234,Bilkent-UNAMBG,Europe,Turkey,Diagnostics,,Accepted,2017,http://2017.igem.org/Team:Bilkent-UNAMBG,Collegiate,bronze,,,"DiagNOSE Cancer - Volatile Organic Compound(VOC) Based Biosensor for Early Diagnosis of Cancer
","Cancer is one of the most common and lethal disease in the world and it is always highlighted that early diagnosis is crucial in terms of cancer treatment. It can often be invasive and painful to diagnose cancer and harmful to the body with the existing methods. At this point, breath test appears as a promising non-invasive and real-time technique which allows the monitoring of metabolic status. Volatile organic compounds(VOCs) in the exhaled breath could provide  in vitro detection, classification and discrimination of diseases and microorganisms which can alter the metabolic activities of the body. So that, concentration of VOCs in the exhaled breath changes. Due to metabolic changes that cancer causes, concentration of some specific VOCs increases in the breath of patients and our aim is to have bacteria sensed those VOCs to detect four most common cancer types: lung, breast, colorectal and prostate. 
"
2305,BIT,Asia,China,Diagnostics,,Accepted,2017,http://2017.igem.org/Team:BIT,Collegiate,sivel,,,"JACOB: Just A Creative assay for the detection Of Biomarkers
","To facilitate early diagnosis, we contrived a biosensor of onset-pathological biomarkers with high sensitivity, affordability, and analyte modifiability. Detection of Alpha Fetal Protein (AFP, a well-studied cancer indicator) is an exemplar demonstration of this device. Here is how it works: first, lysine is attached to DNA segment that is complementary to AFP-bonding aptamers. When AFP is bonded with aptamer, complementary chain is released; then, trypsin detaches lysine, which then enters fluorescents-producing, lysine-deficient E. coli system. Results are recorded, analyzed, visualized by independently designed device. Here are three highlights: first, biosensor (aptamer) is able to be artificially designed aimed at target biomarker; second, bioamplifier (gene knock-out, strong promoter, cycle amplifier and dual-fluorescence) realizes improvement of signal to noise ratio; third, micro-fluidic chip and fluorescence detector make it possible that the assay can work in practical. Therefore, the performance of system indicates it could be a promising assay in in-vitro diagnosis.
"
2368,BIT-China,Asia,China,Food & Nutrition,,Accepted,2017,http://2017.igem.org/Team:BIT-China,Collegiate,sivel,,,"Sugar Hunter
","This story happens in a world that is parallel to ours.
Sweet receptor brothers, T1R2 and T1R3 are living in a galaxy that is under the threat of sweet monsters who want to rule the galaxy. The sweeter sweet monsters are, the more powerful they are. So the sweetness of every one of them is essential information. Although the brothers are born with the ability to swallow sweet things, they are too weak to fight with so many enemies. So they ask a battle master SC84117 who lives in planet JB486 for help. And they send their gene sequence to SC84117.
After reading the sequence, SC84117 transforms into a spaceship with T1R2 and T1R3 brothers. Since then, they travel all around the galaxy to swallow sweet monsters and measure the sweetness of them. They are regard as heroes and there is a name for them, which is Sugar Hunter. 
"
2326,BNDS_China,Asia,China,High School,,Accepted,2017,http://2017.igem.org/Team:BNDS_China,High School,gold,"Nominated for Best Wiki, High_school;Nominated for Best Presentation, High_school;Nominated for Best Integrated Human Practices, High_school;Nominated for Best Education & Public Engagement, High_school;Nominated for Best Model, High_school",,"High γ-Aminobutyric Acid Concentrated Probiotics
","γ-Aminobutyric Acid (GABA) can be found in many plants and fermented foods and plays the role of inhibitory neurotransmitter in the human brain. However, high GABA concentrated products can only be produced through the complicated procedures. Our project aims to develop GABA-enriched probiotics including species such as Lactobacillus delbrueckii subsp. Bulgaricus ATCC11482 and Escherichia coli Nissle 1917 through synthetic biology methods that may simplify the process of GABA production. In the bacterial way of GABA synthesis, two proteins, the glutamate: GABA antiporter (gadC) and the glutamate decarboxylase (gadA), form the glutamate decarboxylase (GAD) system. Though many bacteria incorporate these two genes, we select these genes from Lactobacillus brevis NCL912, a Lactic Acid Bacteria that is able to produce high amount of GABA with unique GAD sequences. In addition, we try to optimize the production of GABA in the two probiotics by adjusting the transcriptional rate between gadA and gadC.
"
2220,BNU-China,Asia,China,Foundational Advance,,Accepted,2017,http://2017.igem.org/Team:BNU-China,Collegiate,bronze,,,"MonKeYeast
"," Our project aims to improve the loading capacity of yeast surface display system by displaying the microtubules and the flagellar filaments, respectively, onto the yeast surface. To start with, By using the agglutinin system, we anchored subunits of fibrous polymers which are represented here by microtubulin subunits or FilC, on the cell wall of yeast. Since the particular polymers self-assembly can take place outside cell membrane, we provide the engineered yeast with an environment rich of pre-secreted polymers subunits. In this way, an extracellular tridimensional display system could be formed, which can enlarge the loading capacity by roughly an order of magnitudes. Moreover, we remodify the structure of FliC, substituting its D3 domain by the particular enzyme. By means of display and assemble specific combination of FilC-enzymes, the co-display ability can be greatly enhanced. As a result, a highly efficient, whole-cell biocatalyst system would be established at the meantime.
"
2294,BOKU-Vienna,Europe,Austria,Foundational Advance,,Accepted,2017,http://2017.igem.org/Team:BOKU-Vienna,Collegiate,sivel,,,"D.I.V.E.R.T. - Directed In Vivo Evolution via Reverse Transcription
","In vivo continuous directed evolution offers significant advantages over classic in vitro methods as it drastically reduces the amount of time and actual lab work required. Most current approaches, however, are based on globally accelerated mutagenesis inevitably leading to unwanted off-target mutations. D.I.V.E.R.T. represents the concept of a new continuous in vivo evolution strategy that allows full spatial control of mutagenesis by building systems that resemble the retrotransposon life cycle: The gene of interests mRNA is reverse transcribed in an error prone way and reintegrated into the genome at the respective locus replacing the original gene for several cycles.
 
To demonstrate the generalizability of the process we plan on carrying out our proof of concept experiment in yeast and E. coli. By the end of August we are still in the cloning stage. Additionally, we are working on a single plasmid system for CRISPR-enhanced chromosomal integration in E. coli.
"
2307,Bordeaux,Europe,France,Foundational Advance,,Accepted,2017,http://2017.igem.org/Team:Bordeaux,Collegiate,bronze,,,"Stargate WCC
","« Stargate WCC » is intended to control cell differenciation into muscular cells in the nematode C. elegans via a regulating mechanism using optogenetics and alternative splicing. We can obtain logical gates involving proteins from STAR family and the White Collar Complex which is a photoinducible system. 

At the same time, a bioinformatic part has been developed in connection with scientific project. This part is intended to create a workflow to streamline the study of the alternative splicing after the use of RNAseq technology. 

C.elegans is currently a great model used to study many diseases through foundational research. Our project strives to give necessary tools in biomedical research connected for example to stem cells therapy, bioprinting or research about genetic diseases.

"
2411,BostonU,North America,United States,Foundational Advance,,Accepted,2017,http://2017.igem.org/Team:BostonU,Collegiate,gold,Best Hardware Project;Nominated for Best Hardware Project,,"Using Toehold Switches to Drive Recombinase-Based Logic
","The presence of specific RNAs in cells can be indicative of their state. Detecting these RNAs on a small scale allows for identification of viruses such as Zika and Ebola, however measuring larger sets of RNA remains complex. Current methods of RNA detection are time consuming and require expensive machinery and technical expertise. Toehold switches, biological devices that drive the expression of a gene when activated by trigger RNA, present an alternative with high specificity, wide dynamic range, and ease of use. We present a platform whereby trigger RNAs activate toeholds and induce recombinase expression, driving downstream genetic logic. We integrate this RNA-inducible logic within a cell-free transcription translation system to reduce the experimental burden on time and supplies. This work serves to establish functionality of RNA-inducible logic in a cell-free system, and provides a platform for future implementation in applications that require detection of multiple RNAs, including disease diagnostics.

"
2409,BostonU_HW,North America,United States,Hardware,,Accepted,2017,http://2017.igem.org/Team:BostonU_HW,Collegiate,gold,Best Hardware Project;Nominated for Best Hardware Project,,"MARS: Microfluidic Applications for Research in Synbio
","Microfluidics is often an underutilized technology in the field of synthetic biology because designing and using microfluidic chips requires specialized knowledge. Our project, MARS (Microfluidic Applications for Research in Synbio), aims to increase the accessibility of low-cost and easy to use microfluidic systems for researchers in synbio. MARS will comprise of designs for nine chips adapted to our low cost system that perform fundamental synthetic biology procedures, as well as video tutorials, PDFs and protocols for using these chips or fabricating your own. Furthermore, MARS includes a troubleshooting and verification framework for microfluidics allowing researchers to quantitatively grade microfluidic chip designs. Using our end to end system, microfluidics can become a more accessible and practical tool for synthetic biologists to integrate into their labs.
"
2337,Botchan_Lab_Tokyo,Asia,Japan,Food & Nutrition,,Accepted,2017,http://2017.igem.org/Team:Botchan_Lab_Tokyo,Collegiate,bronze,,,"Amino Acid Synthesis Model from Nitrogen - The Air, New and Innovative Food
","Among some kind of nutrients, proteins are important for body formation. However, it is difficult for people in poor areas to continuously obtain protein rich foods. Therefore, in addition to these ingredients, we propose ""air"" anyone can easily take it into the body. We got the idea from Papuans living in Papua New Guinea. Despite their low-protein diets, they have muscular bodies. It is thought that nitrogen fixing bacteria in their intestines are influencing on protein nutrition. We thought to construct a pathway to synthesize amino acids from nitrogen in E.coli, introduce it into the intestine in the future. To synthesize amino acids, we first express nitrogenase to convert nitrogen to ammonia. We then express amino acid dehydrogenases to synthesize glutamate and phenylalanine from accumulated ammonia. This makes it possible to make people available to protein sources by breathing the air. This will contribute to the solution of protein shortage.
"
2293,Bristol,Europe,United Kingdom,Environment,,Accepted,2017,http://2017.igem.org/Team:Bristol,Collegiate,bronze,,,"Bristol BREATHE: BioReactor to Eliminate Atmospheric Threats to Health and the Environment
","Nitrogen oxide (NOx) gas levels in Bristol are unacceptable. Produced predominantly by car emissions, NOx causes significant morbidity and mortality; it exacerbates lung disease and in Bristol alone kills 300 people per year (8.5% of deaths). NOx is also the third most detrimental greenhouse gas. We aim to engineer E. coli to metabolise NOx using the cytochrome c nitrite reductase (NrfA), which reduces nitrite (NO2-) to ammonia, and the Nap periplasmic nitrate reductase to convert nitrate (NO3-) to nitrite. As NOx dissolves to form both nitrite and nitrate, the use of Nap will improve efficiency. The ammonia produced could be used to make fertiliser, or electricity if incorporated into a microbial fuel cell. An agent-based bacterial model will be adapted to predict system efficiency and behaviour. We aim to contain our bacteria within pods to be strategically placed in the most polluted areas, based on our atmospheric pollution modelling.
"
2433,British_Columbia,North America,Canada,Environment,,Accepted,2017,http://2017.igem.org/Team:British_Columbia,Collegiate,sivel,Nominated for Best Environment Project;Nominated for Best Model,,"aGROW
","A single species of bacteria is responsible for many plant diseases - Agrobacterium tumefaciens. Infection with this bacteria causes bizarre growths and tumors on plants that repurpose the plant cell to reallocate its nutrients to the bacterial cell, causing plant death and agricultural loss. In Agrobacterium, the ability to infect a plant is contained in a tumour inducing plasmid which can spread through conjugation between cells. Here we have constructed aGROW, a strain of Agrobacterium capable of disarming pathogenic Agrobacterium and remediating infected soil. We have armed aGROW with a stable plasmid carrying a CRISPR/Cas9 system programmed to remove a key virulence region of the tumour inducing plasmid. Our plasmid employs a separate conjugation system to carry itself through a population of Agrobacterium, preventing them from becoming virulent. We envision this system to be adaptable in disarming other virulent plasmids such as those found in Shigella, Salmonella, and E. coli.
"
2515,Bulgaria,Europe,Bulgaria,Manufacturing,,Accepted,2017,http://2017.igem.org/Team:Bulgaria,Collegiate,sivel,,,"ACE of BASE - Accelerated Crispr-based EvolutiOn For BActerial SElection
","Directed evolution has been established as an effective strategy for improving the function of biomolecules for industrial and research applications. One of the major pre-requirements for a successful directed evolution of proteins is a simple, fast and cost-efficient method for generating genetic diversity. Many technologies have been used during the years to propagate mutations. One of them is mutator strains, which carry defects in one or more of their DNA repair genes. A large number of gene knock-out, transcriptional or translational silencing methods were applied for mutator strain generation. Regardless of its great potential, the CRISPR guided dCas9 targeting to transcriptional start sites of bacterial DNA repair genes was not among them. Our project is focused on adapting this promising system to manipulate the mutation levels in E. coli in an attempt to create a novel and efficient mutator strain with controllable mutation levels and high transformation efficiency.
"
2248,Cadets2Vets,North America,United States,Environment,,Accepted,2017,http://2017.igem.org/Team:Cadets2Vets,Community Lab,bronze,,,"Affordable, Paper-based Assay For Detection Of Arsenic Contamination
","Arsenic is a toxic chemical that can be naturally occurring or a result of industrial contamination. The identification of dangerous arsenic concentrations in groundwater and soil is important because arsenic poses a serious health risk to living organisms. Unfortunately, arsenic testing is expensive, time consuming, and requires sophisticated equipment. This is especially relevant to soldiers deployed to resource-scarce, field environments. Our team is using synthetic biology to develop a more affordable, portable, and accessible means of testing. We designed a plasmid that uses ArsR, a negative transcriptional repressor, to regulate the expression of Green Fluorescent Protein (GFP). In the presence of arsenic, ArsR will undergo a conformational change that allows GFP expression. The assay is performed using a low cost paper ticket made by Edgewood Chemical Biological Center and analyzed with ultraviolet light. The development of this circuit would provide an inexpensive way to evaluate arsenic contamination.
"
